Refseq accession,annotation_file,embedding_file,NCBI taxonomy,Species,Organism source1,Phylum,Class,Oder,Family,Kingdom,Oxygen requirement,Oxygen requirements assignment source (DB/PMID)2,Number of O2-utilizing enzymes ,Enzymes,physiology
GCF_000013185,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000013185.1_ASM1318v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000013185.1_ASM1318v1_protein_embedding.h5,374463,Candidatus Baumannia cicadellinicola,added,Proteobacteria,Gammaproteobacteria,no rank,no rank,Bacteria,Anaerobic,29633935,9,1.1.5.4  1.1.3.15  1.10.3.10  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.4.3.5  1.15.1.1,Anaerobe
GCF_000011125,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000011125.1_ASM1112v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000011125.1_ASM1112v1_protein_embedding.h5,272557,Aeropyrum pernix,original tree,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Archaea,Aerobic,8863437,14,1.5.3.1  1.5.3.7  1.1.5.4  1.1.3.15  1.14.13.69  1.14.18.1  1.9.3.1  1.4.3.19  1.14.15.21  1.14.13.237  1.4.3.2  1.4.3.4  1.15.1.1  1.14.19.9,Aerobe
GCF_000016085,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000016085.1_ASM1608v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000016085.1_ASM1608v1_protein_embedding.h5,290318,Chlorobium phaeovibrioides,added,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Anaerobic,PATRIC,15,1.5.3.1  1.1.5.4  1.4.3.3  1.10.2.2  1.14.14.51  1.4.3.16  1.4.3.19  1.13.11.60  1.14.14.52  1.14.13.168  1.3.3.4  1.14.11.27  1.14.13.237  1.6.3.4  1.15.1.1,Anaerobe
GCF_000174735,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000174735.1_ASM17473v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000174735.1_ASM17473v1_protein_embedding.h5,629742,Staphylococcus hominis,original tree,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria,Facultative,GOLD,17,1.14.16.4  1.14.16.1  1.5.3.1  1.5.3.7  1.1.5.4  1.10.3.10  1.9.3.1  1.4.3.19  1.14.99.44  1.14.99.48  1.3.5.6  1.14.14.47  1.11.1.6  1.3.3.4  1.14.13.237  1.4.3.2  1.15.1.1,Facultative
GCF_000007365,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007365.1_ASM736v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007365.1_ASM736v1_protein_embedding.h5,198804,Buchnera aphidicola,original tree,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Bacteria,Aerobic,19232131,4,1.10.3.10  1.4.3.2  1.14.14.14  1.15.1.1,Aerobe
GCF_000009005,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009005.1_ASM900v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009005.1_ASM900v1_protein_embedding.h5,273036,Staphylococcus aureus,original tree,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Bacteria,Facultative,PATRIC,13,1.5.3.7  1.14.12.17  1.1.5.4  1.10.3.10  1.9.3.1  1.14.99.44  1.14.99.48  1.14.14.47  1.11.1.6  1.3.3.4  1.14.13.237  1.4.3.4  1.15.1.1,Facultative
GCF_000008265,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008265.1_ASM826v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008265.1_ASM826v1_protein_embedding.h5,263820,Picrophilus torridus,original tree,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Archaea,Aerobic,8522509,14,1.14.16.1  1.5.3.1  1.5.3.7  1.14.99.29  1.13.11.55  1.10.2.2  1.4.3.16  1.13.11.27  1.13.11.24  1.1.99.18  1.14.11.27  1.13.11.80  1.14.13.7  1.15.1.1,Aerobe
GCF_000011185,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000011185.1_ASM1118v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000011185.1_ASM1118v1_protein_embedding.h5,273116,Thermoplasma volcanium,original tree,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Archaea,Facultative,GOLD,11,1.14.13.208  1.4.3.24  1.13.11.18  1.3.3.4  1.13.11.24  1.14.13.113  1.13.12.3  1.4.3.5  1.14.14.17  1.14.13.9  1.15.1.1,Facultative
GCF_000200595,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000200595.1_ASM20059v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000200595.1_ASM20059v1_protein_embedding.h5,936155,Helicobacter felis,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Bacteria,Anaerobic,GOLD,12,1.1.5.4  1.1.3.15  1.14.14.51  1.9.3.1  1.4.3.19  1.14.14.52  1.11.1.6  1.13.11.24  1.4.3.2  1.14.13.7  1.14.14.17  1.15.1.1,Anaerobe
GCF_000008585,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008585.1_ASM858v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008585.1_ASM858v1_protein_embedding.h5,83331,Mycobacterium tuberculosis,original tree,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Bacteria,Aerobic,GOLD,43,1.1.3.6  1.13.11.53  1.14.16.5  1.5.3.6  1.1.5.4  1.13.11.25  1.14.13.142  1.13.11.54  1.14.13.141  1.14.13.59  1.16.3.1  1.4.3.3  1.13.11.79  1.14.21.9  1.10.2.2  1.11.1.21  1.9.3.1  1.4.3.16  1.8.3.1  1.4.3.19  1.14.15.14  1.14.13.208  1.2.3.1  1.14.14.18  1.4.3.24  1.3.5.6  1.14.99.50  1.3.3.4  1.14.13.221  1.14.13.225  1.14.13.188  1.13.11.24  1.14.13.84  1.14.13.237  1.14.15.3  1.14.13.70  1.13.11.81  1.14.13.107  1.4.3.2  1.4.3.5  1.4.3.4  1.14.14.12  1.15.1.1,Aerobe
GCF_000006945,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006945.2_ASM694v2_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006945.2_ASM694v2_protein_embedding.h5,99287,Salmonella enterica,original tree,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,Facultative,GOLD,32,1.5.3.1  1.14.12.17  1.13.11.29  1.1.3.15  1.10.3.14  1.10.3.10  1.16.3.1  1.14.14.51  1.11.1.21  1.14.13.24  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.39  1.13.11.15  1.3.5.6  1.14.11.47  1.11.1.6  1.3.3.4  1.3.3.3  1.13.11.24  1.13.12.4  1.14.13.237  1.14.12.7  1.14.11.33  1.4.3.5  1.4.3.4  1.14.14.9  1.14.13.9  1.15.1.1,Facultative
GCF_000337915,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000337915.1_ASM33791v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000337915.1_ASM33791v1_protein_embedding.h5,1227484,Halorubrum saccharovorum,original tree,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Archaea,Aerobic,GOLD,21,1.14.16.4  1.14.16.1  1.13.11.2  1.1.3.15  1.10.3.2  1.11.1.21  1.9.3.1  1.4.3.10  1.13.11.66  1.13.11.16  1.14.14.35  1.3.3.6  1.14.13.180  1.14.13.163  1.14.99.46  1.14.13.232  1.3.99.26  1.14.13.7  1.14.14.17  1.7.2.1  1.14.13.131,Aerobe
GCF_000005845,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000005845.2_ASM584v2_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000005845.2_ASM584v2_protein_embedding.h5,511145,Escherichia coli,original tree,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,Facultative,PATRIC,37,1.5.3.1  1.14.13.127  1.14.12.17  1.1.5.4  1.13.11.29  1.1.3.15  1.10.3.14  1.10.3.10  1.16.3.1  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.149  1.14.13.39  1.13.11.16  1.14.11.47  1.11.1.6  1.14.11.17  1.3.3.4  1.4.3.21  1.3.3.3  1.14.13.225  1.14.14.5  1.14.99.46  1.13.11.24  1.14.13.237  1.3.99.26  1.14.11.33  1.14.12.19  1.4.3.5  1.14.13.7  1.14.13.9  1.15.1.1,Facultative
GCF_000009925,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009925.1_ASM992v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009925.1_ASM992v1_protein_embedding.h5,295405,Bacteroides fragilis,original tree,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteria,Anaerobic,GOLD,15,1.10.3.14  1.14.14.51  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  1.11.1.6  1.13.11.24  1.1.99.18  1.4.3.2  1.4.3.5  1.14.13.9  1.15.1.1,Anaerobe
GCF_000765475,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000765475.1_Mmet_Version1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000765475.1_Mmet_Version1_protein_embedding.h5,1434104,Methanococcoides methylutens,original tree,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Archaea,Anaerobic,GOLD,13,1.13.11.53  1.14.16.4  1.14.16.1  1.14.13.127  1.13.11.54  1.16.3.1  1.3.3.13  1.11.1.21  1.14.13.208  1.2.3.1  4.1.1.39  1.14.13.168  1.14.13.237,Anaerobe
GCF_000007665,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007665.1_ASM766v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007665.1_ASM766v1_protein_embedding.h5,281090,Leifsonia xyli,original tree,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Bacteria,Aerobic,PATRIC,11,1.5.3.1  1.1.5.4  1.10.2.2  1.9.3.1  1.4.3.19  1.11.1.6  1.14.13.237  1.14.19.2  1.13.11.81  1.4.3.4  1.15.1.1,Aerobe
GCF_000006905,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006905.1_ASM690v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006905.1_ASM690v1_protein_embedding.h5,190650,Caulobacter vibrioides,original tree,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Bacteria,Aerobic,PATRIC,43,1.14.16.1  1.13.11.5  1.13.11.3  1.5.3.1  1.13.11.29  1.14.13.142  1.10.3.14  1.10.3.10  1.16.3.1  1.14.18.1  1.13.11.79  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.10  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.39  1.14.13.38  1.2.3.1  1.4.3.24  1.13.11.11  1.3.3.4  1.3.3.3  1.14.13.225  1.13.11.27  1.14.99.46  1.13.12.16  1.13.11.24  1.14.13.92  1.13.12.3  1.17.3.2  1.13.12.4  1.14.19.18  1.14.11.33  1.14.13.82  1.4.3.5  1.14.13.2  1.14.13.9  1.15.1.1,Aerobe
GCF_000020785,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020785.1_ASM2078v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020785.1_ASM2078v1_protein_embedding.h5,380749,Hydrogenobaculum sp. Y04AAS1,added,Aquificae,Aquificae,Aquificales,Aquificaceae,Bacteria,Aerobic,PATRIC,16,1.13.11.53  1.14.16.4  1.14.16.1  1.5.3.17  1.13.11.54  1.14.14.51  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.39  1.14.14.18  1.4.3.2  1.4.3.4  1.7.2.1  1.15.1.1,Aerobe
GCF_000212415,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000212415.1_ASM21241v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000212415.1_ASM21241v1_protein_embedding.h5,906968,Treponema brennaborense,added,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,10028246,8,1.16.3.1  1.10.3.2  1.14.14.51  1.14.13.208  1.14.14.52  1.11.1.6  1.13.11.24  1.14.13.237,Anaerobe
GCF_000021905,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000021905.1_ASM2190v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000021905.1_ASM2190v1_protein_embedding.h5,439235,Desulfatibacillum alkenivorans,added,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Bacteria,Anaerobic,PATRIC,20,1.1.3.6  1.14.13.148  1.10.3.2  1.14.14.51  1.11.1.21  1.4.3.16  1.4.3.10  1.14.13.208  1.14.14.52  1.14.99.44  1.4.3.24  1.3.5.6  1.13.11.58  1.1.3.48  1.13.12.7  1.14.13.237  1.4.3.2  1.4.3.5  1.14.13.7  1.14.13.8,Anaerobe
GCF_000007745,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007745.1_ASM774v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007745.1_ASM774v1_protein_embedding.h5,221988,Mannheimia succiniciproducens,added,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,Anaerobic,PATRIC,11,1.13.11.29  1.10.3.14  1.11.1.21  1.14.13.208  1.1.3.21  1.4.3.24  1.13.11.24  1.14.13.237  1.4.3.5  1.7.2.1  1.15.1.1,Anaerobe
GCF_000008565,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008565.1_ASM856v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008565.1_ASM856v1_protein_embedding.h5,243230,Deinococcus radiodurans,original tree,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Bacteria,Aerobic,GOLD,31,1.13.11.2  1.14.12.17  1.1.3.15  1.14.13.101  1.10.2.2  1.9.3.1  1.4.3.10  1.4.3.19  1.14.13.149  1.14.13.114  4.1.1.39  1.14.14.18  1.13.11.11  1.14.15.21  1.14.14.47  1.11.1.6  1.3.3.6  1.13.11.24  1.7.3.3  1.3.99.31  1.1.99.18  1.17.3.2  1.14.13.237  1.13.11.80  1.14.13.107  1.4.3.2  1.4.3.5  1.14.14.9  1.14.14.14  1.14.13.9  1.15.1.1,Aerobe
GCF_000092245,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000092245.1_ASM9224v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000092245.1_ASM9224v1_protein_embedding.h5,572480,Arcobacter nitrofigilis,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Bacteria,Anaerobic,PATRIC,20,1.1.5.4  1.1.3.15  1.10.3.14  1.3.3.11  1.13.11.79  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.11.1.6  1.3.3.4  1.13.11.24  1.1.99.18  1.14.11.27  1.4.3.2  1.4.3.5  1.14.11.6  1.15.1.1,Anaerobe
GCF_000027325,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000027325.1_ASM2732v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000027325.1_ASM2732v1_protein_embedding.h5,243273,Mycoplasma genitalium,original tree,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Bacteria,Facultative,PATRIC,2,1.14.99.1  1.4.3.4,Facultative
GCF_000003645,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000003645.1_ASM364v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000003645.1_ASM364v1_protein_embedding.h5,526973,Bacillus cereus,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Facultative,GOLD,35,1.13.11.53  1.14.16.1  1.13.11.6  1.14.13.185  1.13.11.2  1.5.3.1  1.5.3.7  1.14.12.17  1.1.5.4  1.1.3.15  1.14.13.142  1.14.14.1  1.10.3.10  1.13.11.54  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.14.18  1.13.11.11  1.14.14.47  1.11.1.6  1.3.3.4  1.13.11.27  1.14.14.5  1.13.12.16  1.13.11.24  1.1.99.18  1.4.3.2  1.14.14.8  1.14.14.9  1.14.13.9  1.14.11.2  1.15.1.1,Facultative
GCF_000284635,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000284635.1_ASM28463v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000284635.1_ASM28463v1_protein_embedding.h5,1172562,Helicobacter cinaedi,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Bacteria,Anaerobic,PATRIC,15,1.14.16.1  1.1.5.4  1.10.3.14  1.14.99.15  1.14.14.51  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.208  1.14.14.52  1.11.1.6  1.13.11.24  1.14.13.131  1.15.1.1,Anaerobe
GCF_000007685,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007685.1_ASM768v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007685.1_ASM768v1_protein_embedding.h5,267671,Leptospira interrogans,original tree,Spirochaetes,Spirochaetia,no rank,Leptospiraceae,Bacteria,Aerobic,PATRIC,16,1.13.11.53  1.5.3.1  1.14.99.1  1.13.11.54  1.16.3.1  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.1.3.37  1.14.14.52  1.14.14.18  1.11.1.6  1.13.11.24  1.1.3.48  1.4.3.5,Aerobe
GCF_000012965,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012965.1_ASM1296v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012965.1_ASM1296v1_protein_embedding.h5,326298,Sulfurimonas denitrificans,original tree,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Bacteria,Anaerobic,PATRIC,11,1.1.5.4  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.3.5.6  1.11.1.6  1.13.12.3  1.15.1.1,Anaerobe
GCF_000012765,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012765.1_ASM1276v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012765.1_ASM1276v1_protein_embedding.h5,340047,Mycoplasma capricolum,original tree,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Bacteria,Facultative,PATRIC,2,1.5.3.1  1.14.13.127,Facultative
GCF_000011845,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000011845.1_ASM1184v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000011845.1_ASM1184v1_protein_embedding.h5,299768,Streptococcus thermophilus,added,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,Facultative,PATRIC,5,1.5.3.1  1.5.3.7  1.1.99.18  1.4.3.2  1.15.1.1,Facultative
GCF_000025805,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000025805.1_ASM2580v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000025805.1_ASM2580v1_protein_embedding.h5,592022,Bacillus megaterium,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,PATRIC,42,1.13.11.53  1.13.11.6  1.13.11.2  1.5.3.1  1.14.12.17  1.1.5.4  1.14.14.1  1.10.3.10  1.5.3.17  1.13.11.54  1.14.18.1  1.13.11.79  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.99.44  1.14.14.18  1.13.11.11  1.5.3.10  1.13.11.18  1.14.14.10  1.14.14.47  1.14.14.35  1.11.1.6  1.14.11.17  1.3.3.4  1.13.11.27  1.14.14.5  1.13.12.16  1.7.3.3  1.14.13.113  1.14.13.237  1.14.15.8  1.4.3.4  1.14.14.8  1.14.14.9  1.14.13.9  1.14.11.2  1.14.13.131  1.15.1.1,Aerobe
GCF_000011685,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000011685.1_ASM1168v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000011685.1_ASM1168v1_protein_embedding.h5,290633,Gluconobacter oxydans,original tree,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bacteria,Aerobic,PATRIC,27,1.13.11.53  1.5.3.1  1.14.12.17  1.1.5.4  1.10.3.11  1.10.3.10  1.13.11.54  1.14.99.29  1.16.3.1  1.3.3.11  1.10.2.2  1.9.3.1  1.4.3.19  1.2.3.1  1.3.5.6  1.11.1.6  1.3.3.3  1.13.11.24  1.14.13.113  1.17.3.2  1.14.13.237  1.13.11.81  1.14.11.33  1.1.1.270  1.4.3.2  1.4.3.5  1.15.1.1,Aerobe
GCF_000007225,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007225.1_ASM722v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007225.1_ASM722v1_protein_embedding.h5,178306,Pyrobaculum aerophilum,original tree,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Archaea,Facultative,7692819,17,1.14.13.127  1.1.3.10  1.1.3.15  1.14.13.69  1.10.2.2  1.9.3.1  1.4.3.16  1.8.3.4  1.4.3.19  1.14.13.208  1.14.13.168  1.3.3.4  1.14.13.225  1.14.13.180  1.14.13.12  1.4.3.2  1.15.1.1,Facultative
GCF_000025605,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000025605.1_ASM2560v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000025605.1_ASM2560v1_protein_embedding.h5,638303,Thermocrinis albus,added,Aquificae,Aquificae,Aquificales,Aquificaceae,Bacteria,Aerobic,PATRIC,10,1.13.11.53  1.5.3.17  1.13.11.54  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.4.3.2  1.15.1.1,Aerobe
GCF_000183365,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000183365.1_ASM18336v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000183365.1_ASM18336v1_protein_embedding.h5,880447,Mycoplasma leachii,original tree,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Bacteria,Facultative,GOLD,2,1.5.3.1  1.14.13.127,Facultative
GCF_000024885,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000024885.1_ASM2488v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000024885.1_ASM2488v1_protein_embedding.h5,525898,Sulfurospirillum deleyianum,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Bacteria,Anaerobic,PATRIC,14,1.1.5.4  1.10.3.14  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.208  1.14.14.52  1.13.12.3  1.17.3.2  1.4.3.2  1.15.1.1,Anaerobe
GCF_000025945,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000025945.1_ASM2594v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000025945.1_ASM2594v1_protein_embedding.h5,177439,Desulfotalea psychrophila,added,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Bacteria,Anaerobic,PATRIC,21,1.10.3.14  1.14.14.51  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  1.2.3.1  1.11.1.6  1.3.3.4  1.14.13.225  1.13.11.24  1.3.99.31  1.1.3.48  1.17.3.2  1.14.13.237  1.4.3.2  1.4.3.5  1.14.13.9  1.13.11.39  1.15.1.1,Anaerobe
GCF_000027345,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000027345.1_ASM2734v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000027345.1_ASM2734v1_protein_embedding.h5,272634,Mycoplasma pneumoniae,original tree,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Bacteria,Facultative,GOLD,0,,Facultative
GCF_000259345,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000259345.1_ASM25934v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000259345.1_ASM25934v1_protein_embedding.h5,1155096,Borrelia crocidurae,added,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Bacteria,Anaerobic,PATRIC,5,1.14.14.51  1.14.14.52  1.4.3.24  1.14.19.19  1.15.1.1,Anaerobe
